#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Special,Speed,Legendary
33,Nidorino,Poison,,365,59,65,54,55,77,False
135,Jolteon,Electric,,525,72,62,60,104,124,False
11,Metapod,Bug,,205,38,22,58,26,35,False
135,Jolteon,Electric,,525,61,70,57,104,130,False
17,Pidgeotto,Normal,Flying,349,64,57,57,52,68,False
95,Onix,Rock,Ground,385,31,48,162,38,68,False
31,Nidoqueen,Poison,Ground,505,95,91,89,80,70,False
42,Golbat,Poison,Flying,455,85,84,61,72,81,False
44,Gloom,Grass,Poison,395,68,64,69,76,43,False
151,Mew,Psychic,,600,87,91,105,106,104,False
104,Cubone,Ground,,320,56,47,100,44,29,False
13,Weedle,Bug,Poison,195,33,25,37,26,47,False
64,Kadabra,Psychic,,400,35,31,26,98,112,False
49,Venomoth,Bug,Poison,450,63,73,60,84,85,False
14,Kakuna,Bug,Poison,205,37,23,47,28,41,False
120,Staryu,Water,,340,29,48,57,56,93,False
50,Diglett,Ground,,265,20,47,22,42,93,False
37,Vulpix,Fire,,299,45,48,40,54,58,False
43,Oddish,Grass,Poison,320,43,45,66,69,28,False
102,Exeggcute,Grass,Psychic,325,53,47,73,52,49,False
28,Sandslash,Ground,,450,79,104,107,48,64,False
45,Vileplume,Grass,Poison,490,75,78,80,106,45,False
120,Staryu,Water,,340,20,48,57,68,79,False
129,Magikarp,Water,,200,24,13,58,14,77,False
135,Jolteon,Electric,,525,69,68,61,102,124,False
86,Seel,Water,,325,65,56,55,56,37,False
143,Snorlax,Normal,,540,159,108,58,92,31,False
55,Golduck,Water,,500,84,78,83,90,76,False
92,Gastly,Ghost,Poison,310,33,27,23,70,88,False
2,Ivysaur,Grass,Poison,405,58,55,64,84,61,False
143,Snorlax,Normal,,540,163,111,72,77,40,False
104,Cubone,Ground,,320,43,58,96,47,29,False
107,Hitmonchan,Fighting,,455,42,104,87,74,75,False
118,Goldeen,Water,,320,43,63,55,44,71,False
38,Ninetales,Fire,,505,73,68,84,87,106,False
138,Omanyte,Rock,Water,355,43,30,105,75,27,False
41,Zubat,Poison,Flying,245,47,39,33,30,65,False
128,Tauros,Normal,,490,70,103,100,55,107,False
15,Beedrill,Bug,Poison,395,60,85,48,63,76,False
118,Goldeen,Water,,320,42,63,61,44,66,False
146,Moltres,Fire,Flying,580,85,97,94,103,98,True
113,Chansey,Normal,,450,251,7,-1,67,59,False
107,Hitmonchan,Fighting,,455,56,104,78,70,77,False
41,Zubat,Poison,Flying,245,39,43,37,34,57,False
131,Lapras,Water,Ice,535,138,74,68,96,64,False
149,Dragonite,Dragon,Flying,600,89,142,91,100,78,False
61,Poliwhirl,Water,,385,70,59,65,48,96,False
89,Muk,Poison,,500,101,105,71,88,46,False
41,Zubat,Poison,Flying,245,29,52,41,30,62,False
23,Ekans,Poison,,288,26,69,40,54,45,False
85,Dodrio,Normal,Flying,460,56,112,77,62,92,False
125,Electabuzz,Electric,,490,60,92,63,85,105,False
76,Golem,Rock,Ground,495,81,118,121,68,38,False
109,Koffing,Poison,,340,46,65,96,48,38,False
82,Magneton,Electric,,465,47,70,94,94,67,False
65,Alakazam,Psychic,,500,47,43,42,122,123,False
119,Seaking,Water,,450,72,102,66,70,69,False
45,Vileplume,Grass,Poison,490,82,85,78,96,52,False
89,Muk,Poison,,500,107,105,82,84,39,False
115,Kangaskhan,Normal,,490,97,96,86,61,89,False
108,Lickitung,Normal,,385,87,49,81,69,30,False
62,Poliwrath,Water,Fighting,510,85,105,100,80,60,False
14,Kakuna,Bug,Poison,205,42,20,56,28,31,False
36,Clefable,Normal,,483,93,63,69,97,64,False
75,Graveler,Rock,Ground,390,57,85,122,49,28,False
44,Gloom,Grass,Poison,395,64,64,77,78,35,False
101,Electrode,Electric,,480,61,50,74,81,133,False
14,Kakuna,Bug,Poison,205,43,35,42,26,33,False
106,Hitmonlee,Fighting,,455,44,119,55,76,86,False
30,Nidorina,Poison,,365,74,44,71,60,56,False
106,Hitmonlee,Fighting,,455,51,123,48,72,90,False
1,Bulbasaur,Grass,Poison,318,44,55,40,65,49,False
124,Jynx,Ice,Psychic,455,66,52,37,104,92,False
97,Hypno,Psychic,,483,89,75,73,94,57,False
84,Doduo,Normal,Flying,310,41,79,44,38,71,False
34,Nidoking,Poison,Ground,505,89,106,67,80,82,False
144,Articuno,Ice,Flying,580,94,82,102,108,86,True
4,Charmander,Fire,,309,38,54,37,56,68,False
115,Kangaskhan,Normal,,490,101,89,90,61,88,False
148,Dragonair,Dragon,,420,64,83,71,68,65,False
105,Marowak,Ground,,425,59,81,108,66,46,False
88,Grimer,Poison,,325,87,70,56,48,16,False
129,Magikarp,Water,,200,15,3,57,22,82,False
123,Scyther,Bug,Flying,500,73,105,82,65,110,False
89,Muk,Poison,,500,112,110,74,78,49,False
111,Rhyhorn,Ground,Rock,345,87,92,102,22,19,False
86,Seel,Water,,325,64,53,50,57,44,False
76,Golem,Rock,Ground,495,78,123,131,60,43,False
20,Raticate,Normal,,413,54,86,63,56,98,False
85,Dodrio,Normal,Flying,460,64,113,67,56,105,False
104,Cubone,Ground,,320,50,51,98,46,28,False
58,Growlithe,Fire,,350,46,62,47,64,67,False
42,Golbat,Poison,Flying,455,72,79,80,68,87,False
51,Dugtrio,Ground,,405,36,76,41,66,119,False
102,Exeggcute,Grass,Psychic,325,53,38,84,52,47,False
16,Pidgey,Normal,Flying,251,35,40,35,38,65,False
41,Zubat,Poison,Flying,245,39,50,36,37,46,False
113,Chansey,Normal,,450,255,4,9,67,48,False
18,Pidgeot,Normal,Flying,479,86,80,73,73,94,False
112,Rhydon,Ground,Rock,485,116,128,117,44,37,False
78,Rapidash,Fire,,500,67,107,62,77,110,False
114,Tangela,Grass,,435,61,47,120,74,59,False
67,Machoke,Fighting,,405,80,109,65,56,38,False
55,Golduck,Water,,500,82,86,66,89,88,False
77,Ponyta,Fire,,410,52,88,48,69,84,False
91,Cloyster,Water,Ice,525,49,99,179,62,75,False
99,Kingler,Water,,475,51,146,114,47,70,False
36,Clefable,Normal,,483,94,68,79,86,70,False
92,Gastly,Ghost,Poison,310,36,31,39,62,81,False
151,Mew,Psychic,,600,105,103,103,97,95,False
57,Primeape,Fighting,,455,71,100,59,66,92,False
101,Electrode,Electric,,480,70,55,70,76,133,False
133,Eevee,Normal,,325,52,50,49,58,58,False
47,Parasect,Bug,Grass,405,52,96,87,66,37,False
87,Dewgong,Water,Ice,475,86,82,79,80,68,False
25,Pikachu,Electric,,320,49,55,41,46,84,False
60,Poliwag,Water,,300,47,49,39,38,89,False
147,Dratini,Dragon,,300,48,61,53,46,45,False
98,Krabby,Water,,325,24,112,90,20,59,False
81,Magnemite,Electric,,325,29,30,72,71,52,False
3,Venusaur,Grass,Poison,525,79,90,86,98,75,False
94,Gengar,Ghost,Poison,500,59,62,65,105,104,False
31,Nidoqueen,Poison,Ground,505,97,83,81,80,84,False
60,Poliwag,Water,,300,44,45,47,39,86,False
85,Dodrio,Normal,Flying,460,64,104,77,53,109,False
149,Dragonite,Dragon,Flying,600,91,128,93,100,87,False
136,Flareon,Fire,,525,61,130,54,108,64,False
127,Pinsir,Bug,,500,54,121,107,62,93,False
63,Abra,Psychic,,310,14,18,15,84,96,False
85,Dodrio,Normal,Flying,460,69,108,71,55,102,False
60,Poliwag,Water,,300,40,45,39,44,89,False
146,Moltres,Fire,Flying,580,83,98,95,105,94,True
112,Rhydon,Ground,Rock,485,104,127,132,40,42,False
88,Grimer,Poison,,325,74,71,58,48,26,False
13,Weedle,Bug,Poison,195,45,41,27,20,41,False
115,Kangaskhan,Normal,,490,96,89,83,68,85,False
118,Goldeen,Water,,320,47,72,55,40,67,False
74,Geodude,Rock,Ground,300,37,84,95,28,29,False
50,Diglett,Ground,,265,6,65,28,40,85,False
144,Articuno,Ice,Flying,580,98,91,95,106,84,True
90,Shellder,Water,,305,29,61,98,42,33,False
121,Starmie,Water,Psychic,520,57,70,83,100,111,False
129,Magikarp,Water,,200,20,21,48,18,75,False
62,Poliwrath,Water,Fighting,510,94,88,101,78,72,False
13,Weedle,Bug,Poison,195,42,36,38,16,48,False
74,Geodude,Rock,Ground,300,35,87,96,30,23,False
126,Magmar,Fire,,495,61,102,52,96,88,False
95,Onix,Rock,Ground,385,35,49,163,36,67,False
102,Exeggcute,Grass,Psychic,325,60,41,86,50,39,False
77,Ponyta,Fire,,410,41,89,52,68,92,False
90,Shellder,Water,,305,31,64,94,36,43,False
10,Caterpie,Bug,,195,42,35,39,15,49,False
145,Zapdos,Electric,Flying,580,82,92,82,112,99,True
29,Nidoran♀,Poison,,275,57,54,45,38,44,False
40,Wigglytuff,Normal,,435,134,68,39,74,47,False
107,Hitmonchan,Fighting,,455,40,105,86,76,73,False
88,Grimer,Poison,,325,88,73,55,46,18,False
84,Doduo,Normal,Flying,310,38,81,50,39,63,False
72,Tentacool,Water,Poison,335,38,38,34,82,62,False
12,Butterfree,Bug,Flying,395,56,37,55,88,70,False
27,Sandshrew,Ground,,300,55,78,87,24,33,False
98,Krabby,Water,,325,39,104,88,26,42,False
119,Seaking,Water,,450,77,92,62,74,72,False
22,Fearow,Normal,Flying,442,62,99,64,61,95,False
101,Electrode,Electric,,480,52,58,73,80,138,False
5,Charmeleon,Fire,,405,55,67,63,68,83,False
21,Spearow,Normal,Flying,262,50,59,33,27,66,False
31,Nidoqueen,Poison,Ground,505,94,88,91,84,65,False
125,Electabuzz,Electric,,490,70,87,53,88,105,False
131,Lapras,Water,Ice,535,132,84,80,88,62,False
65,Alakazam,Psychic,,500,62,43,45,118,115,False
110,Weezing,Poison,,490,64,82,126,78,61,False
119,Seaking,Water,,450,85,87,58,78,65,False
123,Scyther,Bug,Flying,500,77,106,72,66,113,False
66,Machop,Fighting,,305,65,85,53,32,39,False
138,Omanyte,Rock,Water,355,34,37,105,72,34,False
37,Vulpix,Fire,,299,42,34,36,62,62,False
7,Squirtle,Water,,314,45,47,68,57,40,False
67,Machoke,Fighting,,405,83,101,64,55,47,False
42,Golbat,Poison,Flying,455,78,74,67,68,100,False
75,Graveler,Rock,Ground,390,59,92,116,48,26,False
5,Charmeleon,Fire,,405,56,70,63,72,73,False
27,Sandshrew,Ground,,300,50,79,74,24,48,False
86,Seel,Water,,325,72,40,40,61,51,False
1,Bulbasaur,Grass,Poison,318,47,46,40,66,53,False
3,Venusaur,Grass,Poison,525,84,75,76,102,86,False
80,Slowbro,Water,Psychic,490,98,68,118,88,30,False
18,Pidgeot,Normal,Flying,479,92,71,87,64,101,False
1,Bulbasaur,Grass,Poison,318,40,44,43,68,55,False
57,Primeape,Fighting,,455,73,100,60,66,91,False
40,Wigglytuff,Normal,,435,138,66,38,72,50,False
48,Venonat,Bug,Poison,305,60,62,39,46,52,False
9,Blastoise,Water,,530,73,88,102,98,71,False
117,Seadra,Water,,440,64,54,105,63,91,False
53,Persian,Normal,,440,64,68,54,68,117,False
129,Magikarp,Water,,200,18,9,51,19,84,False
70,Weepinbell,Grass,Poison,390,61,86,58,60,65,False
74,Geodude,Rock,Ground,300,43,80,109,24,19,False
142,Aerodactyl,Rock,Flying,515,77,108,70,66,128,False
150,Mewtwo,Psychic,,680,98,110,97,118,140,True
119,Seaking,Water,,450,84,90,61,70,74,False
92,Gastly,Ghost,Poison,310,29,29,34,70,77,False
121,Starmie,Water,Psychic,520,59,82,80,91,117,False
110,Weezing,Poison,,490,61,93,118,83,52,False
91,Cloyster,Water,Ice,525,45,100,187,58,78,False
81,Magnemite,Electric,,325,27,32,71,76,44,False
60,Poliwag,Water,,300,34,47,35,42,101,False
71,Victreebel,Grass,Poison,490,86,109,72,81,61,False
26,Raichu,Electric,,485,51,89,53,86,120,False
119,Seaking,Water,,450,81,96,63,70,69,False
68,Machamp,Fighting,,505,96,118,81,82,47,False
5,Charmeleon,Fire,,405,50,64,67,74,77,False
105,Marowak,Ground,,425,52,81,117,60,55,False
147,Dratini,Dragon,,300,36,76,47,44,52,False
53,Persian,Normal,,440,71,68,59,66,110,False
3,Venusaur,Grass,Poison,525,76,73,87,108,74,False
138,Omanyte,Rock,Water,355,38,35,108,70,35,False
95,Onix,Rock,Ground,385,31,41,171,37,68,False
101,Electrode,Electric,,480,51,49,67,82,148,False
21,Spearow,Normal,Flying,262,42,69,26,30,65,False
98,Krabby,Water,,325,32,104,80,27,55,False
57,Primeape,Fighting,,455,62,103,63,64,100,False
150,Mewtwo,Psychic,,680,108,117,80,126,122,True
91,Cloyster,Water,Ice,525,45,98,183,66,66,False
119,Seaking,Water,,450,81,87,70,74,64,False
95,Onix,Rock,Ground,385,23,47,154,44,72,False
19,Rattata,Normal,,253,32,47,30,39,66,False
76,Golem,Rock,Ground,495,77,115,123,64,53,False
137,Porygon,Normal,,395,66,57,61,88,36,False
116,Horsea,Water,,295,32,35,69,45,69,False
123,Scyther,Bug,Flying,500,76,108,81,67,101,False
81,Magnemite,Electric,,325,30,40,72,72,38,False
112,Rhydon,Ground,Rock,485,98,121,116,56,39,False
40,Wigglytuff,Normal,,435,138,69,47,68,44,False
76,Golem,Rock,Ground,495,73,124,125,68,36,False
46,Paras,Bug,Grass,285,38,77,51,50,18,False
46,Paras,Bug,Grass,285,30,63,63,56,17,False
39,Jigglypuff,Normal,,270,105,41,22,39,24,False
61,Poliwhirl,Water,,385,59,61,62,56,90,False
98,Krabby,Water,,325,38,114,84,22,46,False
2,Ivysaur,Grass,Poison,405,71,60,66,78,51,False
18,Pidgeot,Normal,Flying,479,85,81,75,70,99,False
21,Spearow,Normal,Flying,262,33,57,25,38,71,False
31,Nidoqueen,Poison,Ground,505,82,89,82,84,84,False
26,Raichu,Electric,,485,66,88,58,81,111,False
12,Butterfree,Bug,Flying,395,73,42,49,84,64,False
133,Eevee,Normal,,325,52,47,57,54,61,False
58,Growlithe,Fire,,350,53,69,41,63,61,False
134,Vaporeon,Water,,525,132,67,58,100,68,False
26,Raichu,Electric,,485,67,88,50,83,114,False
94,Gengar,Ghost,Poison,500,57,56,63,108,107,False
59,Arcanine,Fire,,555,84,108,92,87,97,False
47,Parasect,Bug,Grass,405,62,93,74,72,33,False
13,Weedle,Bug,Poison,195,46,30,22,22,52,False
5,Charmeleon,Fire,,405,62,65,51,74,78,False
111,Rhyhorn,Ground,Rock,345,86,86,103,27,16,False
48,Venonat,Bug,Poison,305,65,52,51,50,38,False
106,Hitmonlee,Fighting,,455,48,114,63,72,86,False
105,Marowak,Ground,,425,59,86,112,58,53,False
52,Meowth,Normal,,290,45,62,27,37,82,False
122,Mr. Mime,Psychic,,460,43,52,69,105,86,False
106,Hitmonlee,Fighting,,455,43,126,58,72,84,False
84,Doduo,Normal,Flying,310,46,82,45,33,71,False
80,Slowbro,Water,Psychic,490,99,82,108,86,30,False
50,Diglett,Ground,,265,20,42,18,46,93,False
91,Cloyster,Water,Ice,525,43,97,182,64,76,False
140,Kabuto,Rock,Water,355,34,70,84,54,59,False
21,Spearow,Normal,Flying,262,34,61,32,34,66,False
106,Hitmonlee,Fighting,,455,56,117,48,74,86,False
65,Alakazam,Psychic,,500,48,55,41,117,122,False
133,Eevee,Normal,,325,61,57,53,52,51,False
25,Pikachu,Electric,,320,29,52,40,58,84,False
68,Machamp,Fighting,,505,86,138,76,79,47,False
121,Starmie,Water,Psychic,520,50,85,79,93,120,False
3,Venusaur,Grass,Poison,525,73,77,78,107,83,False
141,Kabutops,Rock,Water,495,57,122,106,65,80,False
28,Sandslash,Ground,,450,80,109,102,46,67,False
4,Charmander,Fire,,309,42,55,48,50,63,False
28,Sandslash,Ground,,450,88,101,104,46,66,False
87,Dewgong,Water,Ice,475,93,66,83,84,66,False
11,Metapod,Bug,,205,47,13,54,26,39,False
79,Slowpoke,Water,Psychic,315,97,69,67,34,15,False
14,Kakuna,Bug,Poison,205,47,30,40,29,30,False
39,Jigglypuff,Normal,,270,118,48,19,28,30,False
89,Muk,Poison,,500,113,107,74,78,50,False
92,Gastly,Ghost,Poison,310,20,33,32,68,90,False
119,Seaking,Water,,450,76,97,60,73,71,False
33,Nidorino,Poison,,365,65,67,52,62,58,False
99,Kingler,Water,,475,59,138,104,48,78,False
135,Jolteon,Electric,,525,72,68,54,103,125,False
100,Voltorb,Electric,,330,31,35,55,51,107,False
8,Wartortle,Water,,405,53,70,80,76,51,False
67,Machoke,Fighting,,405,84,102,70,56,37,False
97,Hypno,Psychic,,483,75,77,72,96,68,False
3,Venusaur,Grass,Poison,525,82,87,82,96,83,False
86,Seel,Water,,325,60,39,54,62,47,False
122,Mr. Mime,Psychic,,460,40,44,61,112,91,False
103,Exeggutor,Grass,Psychic,520,93,83,90,98,59,False
34,Nidoking,Poison,Ground,505,85,99,78,82,79,False
101,Electrode,Electric,,480,70,50,64,80,136,False
98,Krabby,Water,,325,22,117,89,25,47,False
32,Nidoran♂,Poison,,273,45,59,48,35,51,False
22,Fearow,Normal,Flying,442,61,97,57,64,98,False
45,Vileplume,Grass,Poison,490,73,74,81,102,59,False
117,Seadra,Water,,440,55,60,95,74,82,False
6,Charizard,Fire,Flying,534,88,80,75,97,97,False
9,Blastoise,Water,,530,87,72,108,98,67,False
61,Poliwhirl,Water,,385,70,57,67,48,96,False
93,Haunter,Ghost,Poison,405,42,48,46,86,98,False
115,Kangaskhan,Normal,,490,109,101,88,54,84,False
62,Poliwrath,Water,Fighting,510,94,94,97,80,64,False
99,Kingler,Water,,475,49,129,111,58,69,False
61,Poliwhirl,Water,,385,62,57,61,52,100,False
149,Dragonite,Dragon,Flying,600,85,142,89,102,79,False
99,Kingler,Water,,475,55,130,117,51,71,False
17,Pidgeotto,Normal,Flying,349,59,53,67,52,65,False
98,Krabby,Water,,325,26,99,97,26,52,False
23,Ekans,Poison,,288,27,58,43,50,60,False
123,Scyther,Bug,Flying,500,69,114,72,70,104,False
140,Kabuto,Rock,Water,355,47,81,87,46,47,False
114,Tangela,Grass,,435,76,53,119,64,59,False
85,Dodrio,Normal,Flying,460,69,107,64,56,107,False
33,Nidorino,Poison,,365,55,79,63,50,69,False
15,Beedrill,Bug,Poison,395,63,84,50,66,66,False
133,Eevee,Normal,,325,43,62,55,58,50,False
92,Gastly,Ghost,Poison,310,28,32,31,71,77,False
10,Caterpie,Bug,,195,38,35,35,20,46,False
33,Nidorino,Poison,,365,63,76,61,54,57,False
100,Voltorb,Electric,,330,46,29,53,52,98,False
17,Pidgeotto,Normal,Flying,349,60,57,65,52,64,False
28,Sandslash,Ground,,450,84,94,106,52,62,False
9,Blastoise,Water,,530,80,76,110,95,74,False
102,Exeggcute,Grass,Psychic,325,66,33,86,54,33,False
72,Tentacool,Water,Poison,335,48,36,32,74,72,False
99,Kingler,Water,,475,55,122,109,54,80,False
96,Drowzee,Psychic,,328,54,58,42,68,39,False
133,Eevee,Normal,,325,56,66,47,52,52,False
131,Lapras,Water,Ice,535,125,90,78,88,67,False
140,Kabuto,Rock,Water,355,34,90,80,45,61,False
67,Machoke,Fighting,,405,89,96,63,57,43,False
30,Nidorina,Poison,,365,68,59,74,54,57,False
123,Scyther,Bug,Flying,500,62,107,81,70,110,False
133,Eevee,Normal,,325,62,54,44,54,56,False
94,Gengar,Ghost,Poison,500,74,67,54,100,105,False
88,Grimer,Poison,,325,83,79,42,46,29,False
128,Tauros,Normal,,490,66,103,101,58,105,False
53,Persian,Normal,,440,66,62,54,72,114,False
4,Charmander,Fire,,309,43,47,43,57,62,False
124,Jynx,Ice,Psychic,455,73,45,31,103,100,False
67,Machoke,Fighting,,405,72,107,68,58,41,False
87,Dewgong,Water,Ice,475,84,74,79,82,75,False
77,Ponyta,Fire,,410,42,96,51,64,92,False
93,Haunter,Ghost,Poison,405,39,58,41,87,93,False
18,Pidgeot,Normal,Flying,479,77,86,69,68,112,False
20,Raticate,Normal,,413,66,71,53,62,98,False
16,Pidgey,Normal,Flying,251,34,54,37,32,63,False
15,Beedrill,Bug,Poison,395,67,96,33,62,74,False
125,Electabuzz,Electric,,490,60,84,57,90,109,False
99,Kingler,Water,,475,60,139,106,45,80,False
75,Graveler,Rock,Ground,390,51,93,118,45,38,False
146,Moltres,Fire,Flying,580,90,102,93,107,81,True
29,Nidoran♀,Poison,,275,59,39,56,44,33,False
57,Primeape,Fighting,,455,75,99,60,60,101,False
3,Venusaur,Grass,Poison,525,83,83,81,104,70,False
37,Vulpix,Fire,,299,30,51,34,58,68,False
141,Kabutops,Rock,Water,495,57,117,113,64,80,False
58,Growlithe,Fire,,350,65,65,37,59,65,False
101,Electrode,Electric,,480,61,46,73,75,150,False
84,Doduo,Normal,Flying,310,38,77,59,36,65,False
134,Vaporeon,Water,,525,123,67,56,108,64,False
146,Moltres,Fire,Flying,580,84,99,87,108,95,True
132,Ditto,Normal,,288,52,57,35,46,52,False
137,Porygon,Normal,,395,60,65,64,82,41,False
1,Bulbasaur,Grass,Poison,318,37,47,58,62,51,False
115,Kangaskhan,Normal,,490,104,90,78,64,91,False
90,Shellder,Water,,305,36,72,103,22,49,False
84,Doduo,Normal,Flying,310,34,85,48,35,73,False
30,Nidorina,Poison,,365,70,68,60,54,60,False
9,Blastoise,Water,,530,71,93,108,88,81,False
74,Geodude,Rock,Ground,300,44,73,97,36,15,False
15,Beedrill,Bug,Poison,395,71,90,38,62,71,False
73,Tentacruel,Water,Poison,515,81,75,58,104,94,False
41,Zubat,Poison,Flying,245,41,53,26,32,60,False
116,Horsea,Water,,295,33,42,63,46,64,False
123,Scyther,Bug,Flying,500,70,119,76,67,101,False
56,Mankey,Fighting,,305,41,73,42,38,72,False
118,Goldeen,Water,,320,48,72,49,41,69,False
90,Shellder,Water,,305,25,64,102,34,46,False
31,Nidoqueen,Poison,Ground,505,87,100,94,74,75,False
38,Ninetales,Fire,,505,64,78,82,88,104,False
21,Spearow,Normal,Flying,262,40,63,25,29,76,False
128,Tauros,Normal,,490,77,96,94,56,111,False
63,Abra,Psychic,,310,37,11,22,74,93,False
52,Meowth,Normal,,290,45,49,32,38,89,False
46,Paras,Bug,Grass,285,27,65,55,50,38,False
28,Sandslash,Ground,,450,74,107,106,43,77,False
14,Kakuna,Bug,Poison,205,36,18,56,28,40,False
43,Oddish,Grass,Poison,320,50,40,47,72,38,False
62,Poliwrath,Water,Fighting,510,90,97,95,78,72,False
46,Paras,Bug,Grass,285,33,75,58,48,22,False
18,Pidgeot,Normal,Flying,479,88,76,80,71,93,False
64,Kadabra,Psychic,,400,41,30,24,100,105,False
133,Eevee,Normal,,325,45,55,49,61,54,False
71,Victreebel,Grass,Poison,490,78,97,67,86,77,False
57,Primeape,Fighting,,455,56,102,58,70,99,False
96,Drowzee,Psychic,,328,57,42,44,69,47,False
71,Victreebel,Grass,Poison,490,72,106,60,92,69,False
140,Kabuto,Rock,Water,355,24,87,86,51,56,False
57,Primeape,Fighting,,455,54,101,62,66,105,False
78,Rapidash,Fire,,500,71,90,75,78,107,False
57,Primeape,Fighting,,455,69,110,63,66,82,False
142,Aerodactyl,Rock,Flying,515,81,95,71,68,131,False
3,Venusaur,Grass,Poison,525,80,84,78,100,82,False
53,Persian,Normal,,440,64,65,53,69,120,False
35,Clefairy,Normal,,323,77,38,44,62,39,False
85,Dodrio,Normal,Flying,460,54,116,61,60,108,False
103,Exeggutor,Grass,Psychic,520,94,97,81,94,61,False
134,Vaporeon,Water,,525,136,71,60,104,50,False
97,Hypno,Psychic,,483,76,81,70,92,72,False
52,Meowth,Normal,,290,40,45,45,32,95,False
41,Zubat,Poison,Flying,245,35,45,36,35,59,False
41,Zubat,Poison,Flying,245,36,49,45,32,51,False
36,Clefable,Normal,,483,95,77,68,86,70,False
70,Weepinbell,Grass,Poison,390,75,84,56,62,50,False
55,Golduck,Water,,500,76,82,76,92,82,False
20,Raticate,Normal,,413,45,77,60,64,104,False
150,Mewtwo,Psychic,,680,98,115,86,128,124,True
111,Rhyhorn,Ground,Rock,345,85,74,93,34,26,False
92,Gastly,Ghost,Poison,310,25,31,43,64,83,False
113,Chansey,Normal,,450,247,6,11,68,49,False
90,Shellder,Water,,305,30,71,105,32,34,False
64,Kadabra,Psychic,,400,34,37,32,93,111,False
39,Jigglypuff,Normal,,270,125,36,30,32,14,False
36,Clefable,Normal,,483,100,77,68,92,54,False
149,Dragonite,Dragon,Flying,600,95,131,103,100,71,False
117,Seadra,Water,,440,63,72,96,66,77,False
78,Rapidash,Fire,,500,62,101,64,82,110,False
131,Lapras,Water,Ice,535,128,85,78,94,56,False
130,Gyarados,Water,Flying,540,92,115,76,86,86,False
128,Tauros,Normal,,490,72,112,97,50,109,False
27,Sandshrew,Ground,,300,52,77,85,24,38,False
2,Ivysaur,Grass,Poison,405,65,56,63,82,56,False
146,Moltres,Fire,Flying,580,98,96,88,102,95,True
30,Nidorina,Poison,,365,65,69,71,49,62,False
4,Charmander,Fire,,309,36,61,39,58,58,False
55,Golduck,Water,,500,84,87,79,85,80,False
131,Lapras,Water,Ice,535,129,81,79,90,66,False
84,Doduo,Normal,Flying,310,28,82,43,40,78,False
52,Meowth,Normal,,290,28,32,43,46,95,False
61,Poliwhirl,Water,,385,62,62,68,51,91,False
8,Wartortle,Water,,405,61,61,87,72,52,False
20,Raticate,Normal,,413,50,86,54,62,98,False
78,Rapidash,Fire,,500,58,100,62,84,112,False
19,Rattata,Normal,,253,40,52,31,26,77,False
127,Pinsir,Bug,,500,65,118,91,70,85,False
85,Dodrio,Normal,Flying,460,63,98,70,60,109,False
64,Kadabra,Psychic,,400,34,29,27,101,108,False
69,Bellsprout,Grass,Poison,300,41,73,35,56,39,False
111,Rhyhorn,Ground,Rock,345,79,84,90,34,23,False
139,Omastar,Rock,Water,495,69,62,120,95,54,False
95,Onix,Rock,Ground,385,38,41,158,34,79,False
71,Victreebel,Grass,Poison,490,82,115,63,83,64,False
55,Golduck,Water,,500,84,70,86,84,92,False
125,Electabuzz,Electric,,490,74,81,51,94,96,False
102,Exeggcute,Grass,Psychic,325,56,47,75,52,44,False
129,Magikarp,Water,,200,20,8,48,22,81,False
77,Ponyta,Fire,,410,53,81,58,64,90,False
54,Psyduck,Water,,320,49,43,47,62,58,False
71,Victreebel,Grass,Poison,490,71,109,72,82,74,False
117,Seadra,Water,,440,49,67,94,74,82,False
42,Golbat,Poison,Flying,455,78,81,77,64,91,False
122,Mr. Mime,Psychic,,460,46,44,64,109,88,False
32,Nidoran♂,Poison,,273,40,50,39,46,52,False
126,Magmar,Fire,,495,75,92,49,97,85,False
31,Nidoqueen,Poison,Ground,505,89,100,77,80,80,False
151,Mew,Psychic,,600,105,88,106,100,102,False
52,Meowth,Normal,,290,44,45,31,42,85,False
131,Lapras,Water,Ice,535,130,88,83,86,62,False
114,Tangela,Grass,,435,69,55,121,66,57,False
55,Golduck,Water,,500,79,80,82,91,77,False
48,Venonat,Bug,Poison,305,63,59,53,46,37,False
99,Kingler,Water,,475,59,122,116,51,76,False
48,Venonat,Bug,Poison,305,65,50,43,53,41,False
121,Starmie,Water,Psychic,520,58,73,94,92,111,False
53,Persian,Normal,,440,69,76,68,62,103,False
68,Machamp,Fighting,,505,93,138,82,70,51,False
129,Magikarp,Water,,200,21,9,57,16,81,False
39,Jigglypuff,Normal,,270,109,47,29,32,22,False
37,Vulpix,Fire,,299,34,43,41,60,60,False
30,Nidorina,Poison,,365,69,57,71,56,55,False
145,Zapdos,Electric,Flying,580,90,87,89,106,103,True
116,Horsea,Water,,295,37,40,70,42,64,False
10,Caterpie,Bug,,195,48,18,39,25,40,False
3,Venusaur,Grass,Poison,525,78,88,82,96,85,False
115,Kangaskhan,Normal,,490,109,103,86,52,87,False
15,Beedrill,Bug,Poison,395,70,86,35,63,78,False
103,Exeggutor,Grass,Psychic,520,102,99,83,92,53,False
147,Dratini,Dragon,,300,43,64,37,56,44,False
15,Beedrill,Bug,Poison,395,58,97,49,62,68,False
