,#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
391,130,Gyarados,Water,Flying,540,99,118,87,58,103,75,1,False
392,28,Sandslash,Ground,None,450,71,99,120,46,56,58,1,False
393,55,Golduck,Water,None,500,87,74,64,96,89,90,1,False
394,56,Mankey,Fighting,None,305,46,88,28,31,46,66,1,False
395,47,Parasect,Bug,Grass,405,58,109,75,54,78,31,1,False
396,109,Koffing,Poison,None,340,42,62,102,61,42,31,1,False
397,150,Mewtwo,Psychic,None,680,107,102,92,154,89,136,1,True
398,7,Squirtle,Water,None,314,42,55,59,58,59,41,1,False
399,96,Drowzee,Psychic,None,328,62,41,49,41,90,45,1,False
400,66,Machop,Fighting,None,305,76,73,47,32,44,33,1,False
401,35,Clefairy,Fairy,None,323,69,32,56,68,59,39,1,False
402,120,Staryu,Water,None,340,30,44,61,63,57,85,1,False
403,147,Dratini,Dragon,None,300,41,59,43,58,57,42,1,False
404,145,Zapdos,Electric,Flying,580,87,94,82,135,91,91,1,True
405,72,Tentacool,Water,Poison,335,41,40,33,51,102,68,1,False
406,126,Magmar,Fire,None,495,61,90,61,98,91,94,1,False
407,94,Gengar,Ghost,Poison,500,56,69,59,136,66,114,1,False
408,13,Weedle,Bug,Poison,195,48,42,29,25,10,41,1,False
409,18,PidgeotMega Pidgeot,Normal,Flying,579,82,73,72,139,83,130,1,False
410,148,Dragonair,Dragon,None,420,56,81,71,70,66,76,1,False
411,9,Blastoise,Water,None,530,84,84,107,77,100,78,1,False
412,3,VenusaurMega Venusaur,Grass,Poison,625,78,94,132,119,111,91,1,False
413,107,Hitmonchan,Fighting,None,455,49,109,79,31,116,71,1,False
414,58,Growlithe,Fire,None,350,61,63,45,69,57,55,1,False
415,16,Pidgey,Normal,Flying,251,48,41,32,27,44,59,1,False
416,19,Rattata,Normal,None,253,26,62,33,32,28,72,1,False
417,79,Slowpoke,Water,Psychic,315,102,71,63,32,37,10,1,False
418,132,Ditto,Normal,None,288,41,49,46,48,47,57,1,False
419,6,Charizard,Fire,Flying,534,79,74,80,116,89,96,1,False
420,22,Fearow,Normal,Flying,442,55,92,63,66,63,103,1,False
421,148,Dragonair,Dragon,None,420,58,93,59,69,62,79,1,False
422,138,Omanyte,Rock,Water,355,29,45,110,83,50,38,1,False
423,68,Machamp,Fighting,None,505,96,126,85,60,85,53,1,False
424,18,PidgeotMega Pidgeot,Normal,Flying,579,89,73,75,131,87,124,1,False
425,141,Kabutops,Rock,Water,495,55,115,102,66,81,76,1,False
426,140,Kabuto,Rock,Water,355,27,79,92,48,50,59,1,False
427,112,Rhydon,Ground,Rock,485,110,125,126,40,44,40,1,False
428,106,Hitmonlee,Fighting,None,455,41,125,63,35,102,89,1,False
429,138,Omanyte,Rock,Water,355,34,40,103,96,57,25,1,False
430,25,Pikachu,Electric,None,320,38,58,44,44,41,95,1,False
431,86,Seel,Water,None,325,67,48,58,37,67,48,1,False
432,10,Caterpie,Bug,None,195,46,38,30,17,18,46,1,False
433,66,Machop,Fighting,None,305,77,73,47,42,34,32,1,False
434,145,Zapdos,Electric,Flying,580,78,80,86,135,96,105,1,True
435,82,Magneton,Electric,Steel,465,43,55,96,130,69,72,1,False
436,133,Eevee,Normal,None,325,54,58,48,45,58,62,1,False
437,115,KangaskhanMega Kangaskhan,Normal,None,590,103,116,109,58,108,96,1,False
438,6,Charizard,Fire,Flying,534,88,80,83,105,81,97,1,False
439,43,Oddish,Grass,Poison,320,38,45,58,83,67,29,1,False
440,150,MewtwoMega Mewtwo X,Psychic,Fighting,780,106,193,108,147,96,130,1,True
441,80,SlowbroMega Slowbro,Water,Psychic,590,88,71,184,128,94,25,1,False
442,136,Flareon,Fire,None,525,72,131,52,94,107,69,1,False
443,121,Starmie,Water,Psychic,520,64,79,72,102,87,116,1,False
444,23,Ekans,Poison,None,288,30,62,43,52,49,52,1,False
445,16,Pidgey,Normal,Flying,251,37,55,48,27,34,50,1,False
446,82,Magneton,Electric,Steel,465,47,60,93,122,67,76,1,False
447,80,Slowbro,Water,Psychic,490,101,68,113,97,79,32,1,False
448,48,Venonat,Bug,Poison,305,55,60,42,38,58,52,1,False
449,51,Dugtrio,Ground,None,405,35,80,50,55,58,127,1,False
450,93,Haunter,Ghost,Poison,405,47,54,40,122,44,98,1,False
451,106,Hitmonlee,Fighting,None,455,49,120,56,38,117,75,1,False
452,143,Snorlax,Normal,None,540,163,111,66,65,108,27,1,False
453,135,Jolteon,Electric,None,525,68,64,53,113,104,123,1,False
454,46,Paras,Bug,Grass,285,43,63,51,49,51,28,1,False
455,106,Hitmonlee,Fighting,None,455,52,111,55,36,112,89,1,False
456,147,Dratini,Dragon,None,300,36,61,46,45,63,49,1,False
457,143,Snorlax,Normal,None,540,161,102,57,72,109,39,1,False
458,12,Butterfree,Bug,Flying,395,59,53,47,81,82,73,1,False
459,22,Fearow,Normal,Flying,442,57,86,71,70,66,92,1,False
460,87,Dewgong,Water,Ice,475,85,75,82,73,92,68,1,False
461,78,Rapidash,Fire,None,500,76,100,67,78,79,100,1,False
462,97,Hypno,Psychic,None,483,90,69,67,72,111,74,1,False
463,126,Magmar,Fire,None,495,62,92,60,103,80,98,1,False
464,60,Poliwag,Water,None,300,46,40,43,41,32,98,1,False
465,56,Mankey,Fighting,None,305,39,84,40,26,51,65,1,False
466,34,Nidoking,Poison,Ground,505,72,112,85,75,73,88,1,False
467,37,Vulpix,Fire,None,299,42,36,34,55,62,70,1,False
468,73,Tentacruel,Water,Poison,515,87,70,70,75,112,101,1,False
469,143,Snorlax,Normal,None,540,164,111,61,65,112,27,1,False
470,102,Exeggcute,Grass,Psychic,325,58,38,85,68,30,46,1,False
471,11,Metapod,Bug,None,205,42,27,62,22,27,25,1,False
472,87,Dewgong,Water,Ice,475,88,72,82,72,94,67,1,False
473,38,Ninetales,Fire,None,505,70,79,82,76,91,107,1,False
474,24,Arbok,Poison,None,438,58,84,74,68,78,76,1,False
475,118,Goldeen,Water,None,320,51,70,64,36,41,58,1,False
476,10,Caterpie,Bug,None,195,55,21,39,17,17,46,1,False
477,100,Voltorb,Electric,None,330,41,31,60,51,48,99,1,False
478,7,Squirtle,Water,None,314,48,51,66,48,65,36,1,False
479,16,Pidgey,Normal,Flying,251,39,46,30,41,41,54,1,False
480,63,Abra,Psychic,None,310,17,27,19,105,49,93,1,False
481,40,Wigglytuff,Normal,Fairy,435,145,76,40,79,55,40,1,False
482,147,Dratini,Dragon,None,300,41,55,52,52,44,56,1,False
483,4,Charmander,Fire,None,309,43,43,49,59,56,59,1,False
484,10,Caterpie,Bug,None,195,43,36,30,23,15,48,1,False
485,42,Golbat,Poison,Flying,455,75,75,66,68,84,87,1,False
486,6,Charizard,Fire,Flying,534,83,78,87,107,81,98,1,False
487,48,Venonat,Bug,Poison,305,59,55,58,33,53,47,1,False
488,122,Mr. Mime,Psychic,Fairy,460,36,27,71,98,128,100,1,False
489,136,Flareon,Fire,None,525,62,137,54,99,115,58,1,False
490,64,Kadabra,Psychic,None,400,42,42,22,125,72,97,1,False
491,31,Nidoqueen,Poison,Ground,505,96,88,82,79,90,70,1,False
492,136,Flareon,Fire,None,525,75,126,53,97,117,57,1,False
493,74,Geodude,Rock,Ground,300,41,70,95,40,32,22,1,False
494,58,Growlithe,Fire,None,350,64,66,38,72,47,63,1,False
495,9,Blastoise,Water,None,530,80,72,104,90,108,76,1,False
496,16,Pidgey,Normal,Flying,251,33,39,47,31,38,63,1,False
497,77,Ponyta,Fire,None,410,47,79,58,69,72,85,1,False
498,113,Chansey,Normal,None,450,255,9,4,30,103,49,1,False
499,15,BeedrillMega Beedrill,Bug,Poison,495,71,149,36,10,80,149,1,False
500,2,Ivysaur,Grass,Poison,405,59,58,66,86,73,63,1,False
501,38,Ninetales,Fire,None,505,74,76,69,83,98,105,1,False
502,131,Lapras,Water,Ice,535,126,83,89,82,86,69,1,False
503,116,Horsea,Water,None,295,35,47,67,77,17,52,1,False
504,59,Arcanine,Fire,None,555,100,112,71,95,73,104,1,False
505,41,Zubat,Poison,Flying,245,33,47,37,31,37,60,1,False
506,16,Pidgey,Normal,Flying,251,32,53,42,28,40,56,1,False
507,47,Parasect,Bug,Grass,405,58,101,79,51,77,39,1,False
508,55,Golduck,Water,None,500,76,77,88,92,85,82,1,False
509,50,Diglett,Ground,None,265,15,63,18,26,51,92,1,False
510,144,Articuno,Ice,Flying,580,87,77,103,95,130,88,1,True
511,67,Machoke,Fighting,None,405,82,91,69,59,53,51,1,False
512,40,Wigglytuff,Normal,Fairy,435,137,70,51,82,50,45,1,False
513,90,Shellder,Water,None,305,36,60,105,46,31,27,1,False
514,72,Tentacool,Water,Poison,335,49,39,40,41,96,70,1,False
515,3,Venusaur,Grass,Poison,525,78,79,88,92,108,80,1,False
516,85,Dodrio,Normal,Flying,460,55,116,64,58,57,110,1,False
517,116,Horsea,Water,None,295,18,44,74,74,31,54,1,False
518,37,Vulpix,Fire,None,299,42,47,36,47,57,70,1,False
519,36,Clefable,Fairy,None,483,92,66,71,95,92,67,1,False
520,2,Ivysaur,Grass,Poison,405,66,56,68,74,83,58,1,False
521,112,Rhydon,Ground,Rock,485,98,126,128,52,46,35,1,False
522,142,AerodactylMega Aerodactyl,Rock,Flying,615,70,135,85,68,98,159,1,False
523,14,Kakuna,Bug,Poison,205,52,17,46,24,27,39,1,False
524,65,Alakazam,Psychic,None,500,48,55,52,131,99,115,1,False
525,107,Hitmonchan,Fighting,None,455,52,105,79,33,108,78,1,False
526,127,PinsirMega Pinsir,Bug,Flying,600,73,143,109,71,95,109,1,False
527,95,Onix,Rock,Ground,385,31,42,156,32,43,81,1,False
528,31,Nidoqueen,Poison,Ground,505,89,91,83,81,78,83,1,False
529,33,Nidorino,Poison,None,365,57,62,65,48,60,73,1,False
530,68,Machamp,Fighting,None,505,85,123,86,58,92,61,1,False
531,77,Ponyta,Fire,None,410,52,85,62,59,71,81,1,False
532,135,Jolteon,Electric,None,525,69,63,57,116,93,127,1,False
533,49,Venomoth,Bug,Poison,450,70,69,64,88,67,92,1,False
534,91,Cloyster,Water,Ice,525,55,105,176,79,39,71,1,False
535,44,Gloom,Grass,Poison,395,56,61,76,92,73,37,1,False
536,21,Spearow,Normal,Flying,262,40,61,29,36,26,70,1,False
537,6,Charizard,Fire,Flying,534,88,77,72,110,81,106,1,False
538,87,Dewgong,Water,Ice,475,81,80,76,78,92,68,1,False
539,37,Vulpix,Fire,None,299,30,36,41,54,64,74,1,False
540,66,Machop,Fighting,None,305,63,82,54,37,40,29,1,False
541,50,Diglett,Ground,None,265,12,65,17,31,36,104,1,False
542,11,Metapod,Bug,None,205,44,16,64,21,26,34,1,False
543,102,Exeggcute,Grass,Psychic,325,58,50,79,56,43,39,1,False
544,82,Magneton,Electric,Steel,465,52,55,95,124,66,73,1,False
545,6,Charizard,Fire,Flying,534,72,87,73,106,97,99,1,False
546,88,Grimer,Poison,None,325,88,78,50,33,42,34,1,False
547,149,Dragonite,Dragon,Flying,600,98,127,95,94,105,81,1,False
548,103,Exeggutor,Grass,Psychic,520,94,87,91,131,73,44,1,False
549,145,Zapdos,Electric,Flying,580,82,86,85,121,97,109,1,True
550,15,BeedrillMega Beedrill,Bug,Poison,495,68,143,43,9,92,140,1,False
551,58,Growlithe,Fire,None,350,56,77,35,67,53,62,1,False
552,91,Cloyster,Water,Ice,525,52,94,172,81,54,72,1,False
553,80,Slowbro,Water,Psychic,490,86,71,111,101,81,40,1,False
554,41,Zubat,Poison,Flying,245,36,52,39,32,35,51,1,False
555,52,Meowth,Normal,None,290,42,41,35,45,37,90,1,False
556,67,Machoke,Fighting,None,405,86,108,67,45,58,41,1,False
557,42,Golbat,Poison,Flying,455,70,87,72,58,83,85,1,False
558,6,CharizardMega Charizard Y,Fire,Flying,634,76,96,75,163,118,106,1,False
559,142,Aerodactyl,Rock,Flying,515,78,107,54,57,83,136,1,False
560,25,Pikachu,Electric,None,320,23,64,41,54,46,92,1,False
561,74,Geodude,Rock,Ground,300,45,69,110,35,29,12,1,False
562,18,Pidgeot,Normal,Flying,479,89,76,68,70,72,104,1,False
563,140,Kabuto,Rock,Water,355,31,82,87,52,42,61,1,False
564,105,Marowak,Ground,None,425,60,84,105,50,76,50,1,False
565,50,Diglett,Ground,None,265,4,52,41,28,47,93,1,False
566,28,Sandslash,Ground,None,450,69,103,113,35,56,74,1,False
567,146,Moltres,Fire,Flying,580,88,97,101,119,87,88,1,True
568,7,Squirtle,Water,None,314,39,47,74,41,73,40,1,False
569,21,Spearow,Normal,Flying,262,32,57,41,27,31,74,1,False
570,76,Golem,Rock,Ground,495,86,124,122,52,60,51,1,False
571,93,Haunter,Ghost,Poison,405,43,49,39,116,54,104,1,False
572,64,Kadabra,Psychic,None,400,42,29,34,121,68,106,1,False
573,22,Fearow,Normal,Flying,442,63,81,75,64,54,105,1,False
574,116,Horsea,Water,None,295,21,38,69,79,18,70,1,False
575,35,Clefairy,Fairy,None,323,78,36,51,56,57,45,1,False
576,25,Pikachu,Electric,None,320,36,61,33,44,49,97,1,False
577,99,Kingler,Water,None,475,50,135,107,63,43,77,1,False
578,24,Arbok,Poison,None,438,58,89,71,67,73,80,1,False
579,6,Charizard,Fire,Flying,534,73,81,79,114,94,93,1,False
580,113,Chansey,Normal,None,450,246,8,6,33,99,58,1,False
581,108,Lickitung,Normal,None,385,98,56,73,55,78,25,1,False
582,56,Mankey,Fighting,None,305,40,85,42,37,41,60,1,False
583,133,Eevee,Normal,None,325,58,48,54,38,60,67,1,False
584,22,Fearow,Normal,Flying,442,65,81,73,67,61,95,1,False
585,46,Paras,Bug,Grass,285,31,65,56,49,59,25,1,False
586,23,Ekans,Poison,None,288,29,65,43,44,59,48,1,False
587,85,Dodrio,Normal,Flying,460,63,103,77,68,47,102,1,False
588,60,Poliwag,Water,None,300,43,49,43,35,39,91,1,False
589,113,Chansey,Normal,None,450,243,6,6,34,112,49,1,False
590,102,Exeggcute,Grass,Psychic,325,67,44,81,52,39,42,1,False
591,139,Omastar,Rock,Water,495,72,54,134,121,64,50,1,False
592,91,Cloyster,Water,Ice,525,55,101,176,87,44,62,1,False
593,24,Arbok,Poison,None,438,62,92,63,66,80,75,1,False
594,80,Slowbro,Water,Psychic,490,83,78,117,108,86,18,1,False
595,68,Machamp,Fighting,None,505,85,141,80,71,79,49,1,False
596,3,Venusaur,Grass,Poison,525,77,81,81,108,92,86,1,False
597,3,VenusaurMega Venusaur,Grass,Poison,625,83,93,123,115,128,83,1,False
598,74,Geodude,Rock,Ground,300,40,82,105,33,27,13,1,False
599,38,Ninetales,Fire,None,505,68,81,71,82,100,103,1,False
600,140,Kabuto,Rock,Water,355,29,80,83,63,37,63,1,False
601,150,MewtwoMega Mewtwo Y,Psychic,None,780,106,148,78,195,121,132,1,True
602,147,Dratini,Dragon,None,300,46,70,36,50,44,54,1,False
603,142,Aerodactyl,Rock,Flying,515,83,94,70,68,66,134,1,False
604,117,Seadra,Water,None,440,61,69,99,95,36,80,1,False
605,53,Persian,Normal,None,440,66,68,46,64,74,122,1,False
606,120,Staryu,Water,None,340,24,54,57,72,50,83,1,False
607,23,Ekans,Poison,None,288,37,51,50,46,49,55,1,False
608,42,Golbat,Poison,Flying,455,74,72,75,66,83,85,1,False
609,37,Vulpix,Fire,None,299,37,37,35,55,70,65,1,False
610,60,Poliwag,Water,None,300,34,44,35,54,32,101,1,False
611,144,Articuno,Ice,Flying,580,77,87,106,99,131,80,1,True
612,93,Haunter,Ghost,Poison,405,52,50,49,109,52,93,1,False
613,97,Hypno,Psychic,None,483,75,76,79,72,116,65,1,False
614,86,Seel,Water,None,325,62,48,56,41,73,45,1,False
615,127,Pinsir,Bug,None,500,63,119,97,64,69,88,1,False
616,54,Psyduck,Water,None,320,50,54,56,66,48,46,1,False
617,37,Vulpix,Fire,None,299,34,45,45,54,64,57,1,False
618,151,Mew,Psychic,None,600,92,97,105,95,105,106,1,False
619,54,Psyduck,Water,None,320,47,44,52,65,57,55,1,False
620,62,Poliwrath,Water,Fighting,510,85,99,99,62,93,72,1,False
621,111,Rhyhorn,Ground,Rock,345,87,85,94,22,37,20,1,False
622,138,Omanyte,Rock,Water,355,40,46,85,81,59,44,1,False
623,130,GyaradosMega Gyarados,Water,Dark,640,101,161,108,64,121,85,1,False
624,97,Hypno,Psychic,None,483,95,70,72,64,123,59,1,False
625,120,Staryu,Water,None,340,35,40,48,72,63,82,1,False
626,140,Kabuto,Rock,Water,355,35,90,84,50,39,57,1,False
627,53,Persian,Normal,None,440,68,69,57,54,71,121,1,False
628,130,Gyarados,Water,Flying,540,103,125,70,53,105,84,1,False
629,26,Raichu,Electric,None,485,66,91,40,94,81,113,1,False
630,36,Clefable,Fairy,None,483,89,63,75,105,96,55,1,False
631,118,Goldeen,Water,None,320,38,70,57,37,50,68,1,False
632,101,Electrode,Electric,None,480,56,44,81,83,78,138,1,False
633,109,Koffing,Poison,None,340,43,65,86,64,54,28,1,False
634,110,Weezing,Poison,None,490,56,99,117,85,67,66,1,False
635,73,Tentacruel,Water,Poison,515,84,68,68,74,125,96,1,False
636,75,Graveler,Rock,Ground,390,60,89,114,53,43,31,1,False
637,117,Seadra,Water,None,440,46,63,94,105,50,82,1,False
638,138,Omanyte,Rock,Water,355,44,32,96,91,60,32,1,False
639,5,Charmeleon,Fire,None,405,53,66,62,72,60,92,1,False
640,48,Venonat,Bug,Poison,305,53,64,44,34,55,55,1,False
641,144,Articuno,Ice,Flying,580,96,81,100,92,117,94,1,True
642,12,Butterfree,Bug,Flying,395,59,40,44,93,82,77,1,False
643,45,Vileplume,Grass,Poison,490,73,85,84,108,81,59,1,False
644,68,Machamp,Fighting,None,505,94,136,77,57,88,53,1,False
645,103,Exeggutor,Grass,Psychic,520,99,103,76,133,62,47,1,False
646,55,Golduck,Water,None,500,73,76,80,96,85,90,1,False
647,149,Dragonite,Dragon,Flying,600,84,137,98,91,104,86,1,False
648,61,Poliwhirl,Water,None,385,73,59,68,54,47,84,1,False
649,29,Nidoran♀,Poison,None,275,50,50,61,32,40,42,1,False
650,50,Diglett,Ground,None,265,17,59,32,31,42,84,1,False
651,47,Parasect,Bug,Grass,405,67,91,81,65,73,28,1,False
652,99,Kingler,Water,None,475,54,128,106,52,50,85,1,False
653,89,Muk,Poison,None,500,98,115,70,63,101,53,1,False
654,83,Farfetch'd,Normal,Flying,352,59,63,64,49,58,59,1,False
655,94,Gengar,Ghost,Poison,500,62,65,55,131,75,112,1,False
656,24,Arbok,Poison,None,438,52,90,76,64,76,80,1,False
657,119,Seaking,Water,None,450,77,93,63,76,77,64,1,False
658,34,Nidoking,Poison,Ground,505,78,107,70,80,82,88,1,False
659,109,Koffing,Poison,None,340,43,56,87,64,50,40,1,False
660,3,VenusaurMega Venusaur,Grass,Poison,625,85,91,132,115,114,88,1,False
661,144,Articuno,Ice,Flying,580,91,90,99,95,124,81,1,True
662,83,Farfetch'd,Normal,Flying,352,53,63,52,58,68,58,1,False
663,104,Cubone,Ground,None,320,46,52,88,39,52,43,1,False
664,127,PinsirMega Pinsir,Bug,Flying,600,67,156,123,50,90,114,1,False
665,18,Pidgeot,Normal,Flying,479,86,71,72,72,70,108,1,False
666,95,Onix,Rock,Ground,385,38,37,160,37,40,73,1,False
667,126,Magmar,Fire,None,495,61,97,58,94,86,99,1,False
668,21,Spearow,Normal,Flying,262,45,55,34,24,25,79,1,False
669,28,Sandslash,Ground,None,450,82,93,107,41,58,69,1,False
670,139,Omastar,Rock,Water,495,65,69,126,109,68,58,1,False
671,146,Moltres,Fire,Flying,580,93,101,92,117,79,98,1,True
672,87,Dewgong,Water,Ice,475,81,77,79,63,100,75,1,False
673,108,Lickitung,Normal,None,385,96,63,71,48,69,38,1,False
674,146,Moltres,Fire,Flying,580,88,100,84,120,89,99,1,True
675,36,Clefable,Fairy,None,483,87,65,83,100,89,59,1,False
676,3,Venusaur,Grass,Poison,525,80,73,82,98,107,85,1,False
677,139,Omastar,Rock,Water,495,77,50,125,118,76,49,1,False
678,134,Vaporeon,Water,None,525,132,59,53,114,96,71,1,False
679,89,Muk,Poison,None,500,107,94,69,68,105,57,1,False
680,17,Pidgeotto,Normal,Flying,349,65,56,58,49,53,68,1,False
681,130,Gyarados,Water,Flying,540,92,124,85,56,97,86,1,False
682,50,Diglett,Ground,None,265,19,61,17,32,51,85,1,False
683,69,Bellsprout,Grass,Poison,300,46,81,33,68,26,46,1,False
684,8,Wartortle,Water,None,405,61,65,79,74,70,56,1,False
685,61,Poliwhirl,Water,None,385,59,67,66,50,50,93,1,False
686,23,Ekans,Poison,None,288,30,67,38,31,61,61,1,False
687,12,Butterfree,Bug,Flying,395,60,47,52,87,84,65,1,False
688,25,Pikachu,Electric,None,320,39,46,45,49,47,94,1,False
689,9,BlastoiseMega Blastoise,Water,None,630,73,114,120,127,124,72,1,False
690,79,Slowpoke,Water,Psychic,315,85,68,71,32,36,23,1,False
691,125,Electabuzz,Electric,None,490,56,82,53,97,91,111,1,False
692,150,Mewtwo,Psychic,None,680,104,112,89,155,87,133,1,True
693,112,Rhydon,Ground,Rock,485,97,128,119,42,50,49,1,False
694,5,Charmeleon,Fire,None,405,55,54,59,88,67,82,1,False
695,65,AlakazamMega Alakazam,Psychic,None,590,55,38,60,181,98,158,1,False
696,43,Oddish,Grass,Poison,320,51,45,58,80,58,28,1,False
697,32,Nidoran♂,Poison,None,273,53,53,49,33,34,51,1,False
698,47,Parasect,Bug,Grass,405,61,99,83,60,86,16,1,False
699,116,Horsea,Water,None,295,41,34,71,64,19,66,1,False
700,18,Pidgeot,Normal,Flying,479,88,80,69,67,76,99,1,False
701,100,Voltorb,Electric,None,330,34,33,46,56,63,98,1,False
702,82,Magneton,Electric,Steel,465,63,50,96,130,64,62,1,False
703,120,Staryu,Water,None,340,34,48,61,62,57,78,1,False
704,139,Omastar,Rock,Water,495,73,63,121,112,73,53,1,False
705,66,Machop,Fighting,None,305,73,88,53,34,25,32,1,False
706,50,Diglett,Ground,None,265,1,62,27,41,49,85,1,False
707,47,Parasect,Bug,Grass,405,70,89,89,70,70,17,1,False
708,126,Magmar,Fire,None,495,52,102,65,101,75,100,1,False
709,132,Ditto,Normal,None,288,49,53,39,56,41,50,1,False
710,27,Sandshrew,Ground,None,300,63,68,86,13,27,43,1,False
711,140,Kabuto,Rock,Water,355,23,87,98,53,50,44,1,False
712,15,BeedrillMega Beedrill,Bug,Poison,495,69,152,47,12,74,141,1,False
713,6,CharizardMega Charizard Y,Fire,Flying,634,79,98,81,164,113,99,1,False
714,151,Mew,Psychic,None,600,99,103,99,103,92,104,1,False
715,112,Rhydon,Ground,Rock,485,100,141,116,51,39,38,1,False
716,46,Paras,Bug,Grass,285,29,75,59,47,53,22,1,False
717,116,Horsea,Water,None,295,33,39,70,67,21,65,1,False
718,15,BeedrillMega Beedrill,Bug,Poison,495,64,136,42,18,84,151,1,False
719,115,KangaskhanMega Kangaskhan,Normal,None,590,114,128,98,67,90,93,1,False
720,2,Ivysaur,Grass,Poison,405,58,58,59,79,79,72,1,False
721,128,Tauros,Normal,None,490,81,107,94,38,61,109,1,False
722,2,Ivysaur,Grass,Poison,405,68,56,60,84,86,51,1,False
723,82,Magneton,Electric,Steel,465,47,60,86,124,82,66,1,False
724,51,Dugtrio,Ground,None,405,35,70,47,54,70,129,1,False
725,41,Zubat,Poison,Flying,245,41,42,34,33,39,56,1,False
726,49,Venomoth,Bug,Poison,450,73,68,52,85,70,102,1,False
727,29,Nidoran♀,Poison,None,275,48,41,61,32,43,50,1,False
728,142,AerodactylMega Aerodactyl,Rock,Flying,615,73,140,91,77,89,145,1,False
729,30,Nidorina,Poison,None,365,66,56,79,55,49,60,1,False
730,17,Pidgeotto,Normal,Flying,349,64,59,56,58,48,64,1,False
731,29,Nidoran♀,Poison,None,275,53,52,56,43,43,28,1,False
732,142,Aerodactyl,Rock,Flying,515,79,111,70,55,75,125,1,False
733,18,Pidgeot,Normal,Flying,479,77,94,73,67,77,91,1,False
734,3,VenusaurMega Venusaur,Grass,Poison,625,76,98,116,121,130,84,1,False
735,4,Charmander,Fire,None,309,31,49,49,67,46,67,1,False
736,126,Magmar,Fire,None,495,52,90,64,105,85,99,1,False
737,32,Nidoran♂,Poison,None,273,49,59,32,48,38,47,1,False
738,80,Slowbro,Water,Psychic,490,104,69,109,101,86,21,1,False
739,23,Ekans,Poison,None,288,34,59,41,45,62,47,1,False
740,11,Metapod,Bug,None,205,52,18,55,28,28,24,1,False
741,58,Growlithe,Fire,None,350,52,79,38,69,50,62,1,False
742,57,Primeape,Fighting,None,455,69,105,70,58,62,91,1,False
743,66,Machop,Fighting,None,305,82,78,44,39,33,29,1,False
744,145,Zapdos,Electric,Flying,580,89,96,82,131,87,95,1,True
745,94,GengarMega Gengar,Ghost,Poison,600,56,68,77,161,103,135,1,False
746,21,Spearow,Normal,Flying,262,46,66,22,24,32,72,1,False
747,144,Articuno,Ice,Flying,580,86,81,100,94,135,84,1,True
748,126,Magmar,Fire,None,495,68,100,66,98,77,86,1,False
749,59,Arcanine,Fire,None,555,97,108,74,104,80,92,1,False
750,83,Farfetch'd,Normal,Flying,352,62,58,49,62,52,69,1,False
751,121,Starmie,Water,Psychic,520,66,79,94,92,79,110,1,False
752,123,Scyther,Bug,Flying,500,80,109,80,51,76,104,1,False
753,58,Growlithe,Fire,None,350,47,75,54,76,41,57,1,False
